ID,BusinessCaseTypeName,Status,SubStatus,Overall_Status,CountryName,Region,SubRegion,G8_Countries,RequesterName,Date(DateCreated),Date(Response_Date_to_Affiliate),Date(Expected_Effective_Price_Date),CaseRational,CoordinatingLevel,ApprovalRoute,Channel_Type,Channel,ProductName,PackSize,Brand,DeliveryName,CurrencyName,RequestedPrice,CurrentPrice,NegotiatePrice,ApprovedPrice,Standard,U2Standard,FloorPrice,VsCurrentPrice,VsFloorPrice,Date(NegotiateDate),PriceTypeName,Reimbursement_Change,Date(Case_Validated_Date)
237,Price Change Core Brands,open,Approved,open Approved,SWITZERLAND,Europe,Central Europe,NO,Maike Cichowlas,1/25/2021,2/9/2021,10/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/168.00,168.00,VIMPAT,TABLET,CHF,392.67,0.00,,392.67,0.00,366.98,0.00,0.00,0.00,,Net Price,No,2/15/2021
237,Price Change Core Brands,open,Approved,open Approved,SWITZERLAND,Europe,Central Europe,NO,Maike Cichowlas,1/25/2021,2/9/2021,10/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/168.00,168.00,VIMPAT,TABLET,CHF,523.56,0.00,,523.56,0.00,489.31,0.00,0.00,0.00,,Net Price,No,2/15/2021
237,Price Change Core Brands,open,Approved,open Approved,SWITZERLAND,Europe,Central Europe,NO,Maike Cichowlas,1/25/2021,2/9/2021,10/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,CHF,94.70,105.18,,94.70,98.30,88.50,0.00,-9.97,0.00,,Gross Ex-Factory Price,No,2/15/2021
237,Price Change Core Brands,open,Approved,open Approved,SWITZERLAND,Europe,Central Europe,NO,Maike Cichowlas,1/25/2021,2/9/2021,10/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,CHF,186.43,207.05,,186.43,193.50,174.23,0.00,-9.96,0.00,,Gross Ex-Factory Price,No,2/15/2021
237,Price Change Core Brands,open,Approved,open Approved,SWITZERLAND,Europe,Central Europe,NO,Maike Cichowlas,1/25/2021,2/9/2021,10/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,CHF,90.91,0.00,,90.91,0.00,84.96,0.00,0.00,0.00,,Net Price,No,2/15/2021
237,Price Change Core Brands,open,Approved,open Approved,SWITZERLAND,Europe,Central Europe,NO,Maike Cichowlas,1/25/2021,2/9/2021,10/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,CHF,178.97,0.00,,178.97,0.00,167.26,0.00,0.00,0.00,,Net Price,No,2/15/2021
237,Price Change Core Brands,open,Approved,open Approved,SWITZERLAND,Europe,Central Europe,NO,Maike Cichowlas,1/25/2021,2/9/2021,10/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/VIAL/1.00,1.00,VIMPAT,VIAL,CHF,41.54,0.00,,41.54,0.00,38.82,0.00,0.00,0.00,,Gross Ex-Factory Price,No,2/15/2021
237,Price Change Core Brands,open,Approved,open Approved,SWITZERLAND,Europe,Central Europe,NO,Maike Cichowlas,1/25/2021,2/9/2021,10/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/VIAL/1.00,1.00,VIMPAT,VIAL,CHF,39.88,0.00,,39.88,0.00,37.27,0.00,0.00,0.00,,Net Price,No,2/15/2021
238,Price Change Core Brands,closed,validated,closed validated,BOSNIA AND HERZEGOVINA,Europe,BBCM,NO,Tomas Gomez,1/25/2021,1/26/2021,1/26/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/TABLET/60.00,60.00,KEPPRA,TABLET,BAM,49.20,53.40,49.20,49.20,27.30,25.16,0.00,-7.84,0.00,2/16/2021,Gross Ex-Factory Price,Yes,2/15/2021
238,Price Change Core Brands,closed,validated,closed validated,BOSNIA AND HERZEGOVINA,Europe,BBCM,NO,Tomas Gomez,1/25/2021,1/26/2021,1/26/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/TABLET/60.00,60.00,KEPPRA,TABLET,BAM,75.45,93.00,75.45,75.45,47.55,38.58,0.00,-18.86,0.00,2/16/2021,Gross Ex-Factory Price,Yes,2/15/2021
238,Price Change Core Brands,closed,validated,closed validated,BOSNIA AND HERZEGOVINA,Europe,BBCM,NO,Tomas Gomez,1/25/2021,1/26/2021,1/26/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/TABLET/60.00,60.00,KEPPRA,TABLET,BAM,31.20,0.00,31.20,31.20,0.00,15.95,0.00,0.00,0.00,2/16/2021,Net Price,Yes,2/15/2021
238,Price Change Core Brands,closed,validated,closed validated,BOSNIA AND HERZEGOVINA,Europe,BBCM,NO,Tomas Gomez,1/25/2021,1/26/2021,1/26/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/TABLET/60.00,60.00,KEPPRA,TABLET,BAM,54.00,0.00,54.00,54.00,0.00,27.61,0.00,0.00,0.00,2/16/2021,Net Price,Yes,2/15/2021
242,Price Change Core Brands,open,Approved,open Approved,TAIWAN,Int. Markets,Taiwan-Hong Kong,NO,Edwin Chiu,1/28/2021,2/1/2021,4/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/SYRINGE/2.00,2.00,CIMZIA,SYRINGE,TWD,"26,062.40","26,594.29",,"26,062.40",759.62,744.43,0.00,-2.00,0.00,,Gross Ex-Factory Price,Yes,2/22/2021
242,Price Change Core Brands,open,Approved,open Approved,TAIWAN,Int. Markets,Taiwan-Hong Kong,NO,Edwin Chiu,1/28/2021,2/1/2021,4/1/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/SYRINGE/2.00,2.00,CIMZIA,SYRINGE,TWD,"16,380.72","19,679.77",,"19,286.17",562.12,467.89,0.00,-16.76,0.00,,Net Price,Yes,2/22/2021
244,Price Change Core Brands,closed,validated,closed validated,SLOVENIA,Europe,BBCM,NO,Petros CHRISTOU,1/28/2021,1/28/2021,2/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/SYRINGE/2.00,2.00,CIMZIA,SYRINGE,EUR,598.13,850.00,598.13,598.13,850.00,598.13,0.00,-29.63,0.00,2/16/2021,Gross Ex-Factory Price,Yes,2/15/2021
244,Price Change Core Brands,closed,validated,closed validated,SLOVENIA,Europe,BBCM,NO,Petros CHRISTOU,1/28/2021,1/28/2021,2/1/2021,Price review due to IRP,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/SYRINGE/2.00,2.00,CIMZIA,SYRINGE,EUR,598.13,695.95,598.13,598.13,695.95,598.13,0.00,-14.06,0.00,2/16/2021,Net Price,Yes,2/15/2021
255,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Lauri Veijalainen,2/12/2021,2/14/2021,4/1/2021,Dossier revision,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/AUTO-INJECTOR/2.00,2.00,CIMZIA,AUTO-INJECTOR,EUR,677.59,752.87,700.18,677.59,752.87,677.59,0.00,-10.00,0.00,3/8/2021,Gross Ex-Factory Price,Yes,2/17/2021
255,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Lauri Veijalainen,2/12/2021,2/14/2021,4/1/2021,Dossier revision,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/AUTO-INJECTOR/2.00,2.00,CIMZIA,AUTO-INJECTOR,EUR,684.43,760.48,707.25,684.43,760.48,684.43,0.00,-10.00,0.00,3/8/2021,Gross Pharmacy Price,Yes,2/17/2021
255,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Lauri Veijalainen,2/12/2021,2/14/2021,4/1/2021,Dossier revision,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/AUTO-INJECTOR/2.00,2.00,CIMZIA,AUTO-INJECTOR,EUR,677.59,0.00,700.18,677.59,0.00,677.59,0.00,0.00,0.00,3/8/2021,Net Price,Yes,2/17/2021
255,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Lauri Veijalainen,2/12/2021,2/14/2021,4/1/2021,Dossier revision,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/CARTRIDGE/2.00,2.00,CIMZIA,CARTRIDGE,EUR,677.59,752.87,700.18,677.59,752.87,677.59,0.00,-10.00,0.00,3/8/2021,Gross Ex-Factory Price,Yes,2/17/2021
255,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Lauri Veijalainen,2/12/2021,2/14/2021,4/1/2021,Dossier revision,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/CARTRIDGE/2.00,2.00,CIMZIA,CARTRIDGE,EUR,684.43,760.48,707.25,684.43,760.48,684.43,0.00,-10.00,0.00,3/8/2021,Gross Pharmacy Price,Yes,2/17/2021
255,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Lauri Veijalainen,2/12/2021,2/14/2021,4/1/2021,Dossier revision,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/CARTRIDGE/2.00,2.00,CIMZIA,CARTRIDGE,EUR,677.59,0.00,700.18,677.59,0.00,677.59,0.00,0.00,0.00,3/8/2021,Net Price,Yes,2/17/2021
255,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Lauri Veijalainen,2/12/2021,2/14/2021,4/1/2021,Dossier revision,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/SYRINGE/2.00,2.00,CIMZIA,SYRINGE,EUR,677.59,752.87,700.18,677.59,752.87,677.59,0.00,-10.00,0.00,3/8/2021,Gross Ex-Factory Price,Yes,2/17/2021
255,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Lauri Veijalainen,2/12/2021,2/14/2021,4/1/2021,Dossier revision,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/SYRINGE/2.00,2.00,CIMZIA,SYRINGE,EUR,684.43,760.48,707.25,684.43,760.48,684.43,0.00,-10.00,0.00,3/8/2021,Gross Pharmacy Price,Yes,2/17/2021
255,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Lauri Veijalainen,2/12/2021,2/14/2021,4/1/2021,Dossier revision,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/SYRINGE/2.00,2.00,CIMZIA,SYRINGE,EUR,677.59,0.00,700.18,677.59,0.00,677.59,0.00,0.00,0.00,3/8/2021,Net Price,Yes,2/17/2021
256,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/SYRINGE/2.00,2.00,CIMZIA,SYRINGE,TRY,"2,878.57","2,593.31","2,706.54","2,593.31",288.15,319.84,0.00,11.00,0.00,2/24/2021,Gross Ex-Factory Price,No,2/17/2021
256,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/SYRINGE/2.00,2.00,CIMZIA,SYRINGE,TRY,"1,381.72","1,244.79","1,299.14","1,244.79",138.31,153.52,0.00,11.00,0.00,2/24/2021,Net Price,No,2/17/2021
258,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/BOTTLE/200.00,200.00,VIMPAT,BOTTLE,TRY,226.07,203.67,244.40,203.67,22.63,25.12,0.00,11.00,0.00,2/24/2021,Gross Ex-Factory Price,No,2/17/2021
258,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/BOTTLE/200.00,200.00,VIMPAT,BOTTLE,TRY,226.07,203.67,244.40,203.67,22.63,25.12,0.00,11.00,0.00,2/24/2021,Net Price,No,2/17/2021
258,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/14.00,14.00,VIMPAT,TABLET,TRY,19.72,17.77,21.32,17.77,1.97,2.19,0.00,11.17,0.00,2/24/2021,Gross Ex-Factory Price,No,2/17/2021
258,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/14.00,14.00,VIMPAT,TABLET,TRY,16.17,0.00,17.48,16.17,0.00,1.80,0.00,0.00,0.00,2/24/2021,Net Price,No,2/17/2021
258,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,TRY,157.91,142.27,170.72,142.27,15.81,17.55,0.00,11.01,0.00,2/24/2021,Gross Ex-Factory Price,No,2/17/2021
258,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,TRY,236.81,213.35,256.02,213.35,23.71,26.31,0.00,10.97,0.00,2/24/2021,Gross Ex-Factory Price,No,2/17/2021
258,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,TRY,315.76,284.47,341.36,284.47,31.61,35.08,0.00,10.98,0.00,2/24/2021,Gross Ex-Factory Price,No,2/17/2021
258,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,TRY,113.70,0.00,122.92,113.70,0.00,12.63,0.00,0.00,0.00,2/24/2021,Net Price,No,2/17/2021
258,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,TRY,170.50,0.00,184.33,170.50,0.00,18.94,0.00,0.00,0.00,2/24/2021,Net Price,No,2/17/2021
258,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/TABLET/56.00,56.00,VIMPAT,TABLET,TRY,227.35,0.00,245.78,227.35,0.00,25.26,0.00,0.00,0.00,2/24/2021,Net Price,No,2/17/2021
258,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/VIAL/1.00,1.00,VIMPAT,VIAL,TRY,120.51,108.57,130.28,108.57,12.06,13.39,0.00,11.03,0.00,2/24/2021,Gross Ex-Factory Price,No,2/17/2021
258,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Nihan Pazarcioglu,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),VIMPAT/VIAL/1.00,1.00,VIMPAT,VIAL,TRY,71.10,0.00,76.87,71.10,0.00,7.90,0.00,0.00,0.00,2/24/2021,Net Price,No,2/17/2021
259,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Ozden Erdem,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/BOTTLE/150.00,150.00,KEPPRA,BOTTLE,TRY,50.51,45.51,54.61,45.51,5.06,5.61,0.00,10.87,0.00,3/4/2021,Gross Ex-Factory Price,No,2/17/2021
259,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Ozden Erdem,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/BOTTLE/150.00,150.00,KEPPRA,BOTTLE,TRY,36.37,32.77,39.31,32.77,3.64,4.04,0.00,10.99,0.00,3/4/2021,Net Price,No,2/17/2021
259,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Ozden Erdem,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/BOTTLE/300.00,300.00,KEPPRA,BOTTLE,TRY,98.50,88.74,106.48,88.74,9.86,10.94,0.00,10.95,0.00,3/4/2021,Gross Ex-Factory Price,No,2/17/2021
259,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Ozden Erdem,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/BOTTLE/300.00,300.00,KEPPRA,BOTTLE,TRY,70.92,0.00,76.66,70.92,0.00,7.88,0.00,0.00,0.00,3/4/2021,Net Price,No,2/17/2021
259,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Ozden Erdem,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/TABLET/50.00,50.00,KEPPRA,TABLET,TRY,44.37,39.98,47.97,39.98,4.44,4.93,0.00,11.04,0.00,3/4/2021,Gross Ex-Factory Price,No,2/17/2021
259,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Ozden Erdem,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/TABLET/50.00,50.00,KEPPRA,TABLET,TRY,85.34,79.92,95.90,79.92,8.88,9.48,0.00,6.76,0.00,3/4/2021,Gross Ex-Factory Price,No,2/17/2021
259,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Ozden Erdem,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/TABLET/50.00,50.00,KEPPRA,TABLET,TRY,177.44,159.86,191.83,159.86,17.76,19.72,0.00,11.04,0.00,3/4/2021,Gross Ex-Factory Price,No,2/17/2021
259,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Ozden Erdem,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/TABLET/50.00,50.00,KEPPRA,TABLET,TRY,30.17,0.00,32.61,30.17,0.00,3.35,0.00,0.00,0.00,3/4/2021,Net Price,No,2/17/2021
259,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Ozden Erdem,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/TABLET/50.00,50.00,KEPPRA,TABLET,TRY,48.64,0.00,54.66,48.64,0.00,5.40,0.00,0.00,0.00,3/4/2021,Net Price,No,2/17/2021
259,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Ozden Erdem,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/TABLET/50.00,50.00,KEPPRA,TABLET,TRY,102.92,0.00,111.26,102.92,0.00,11.44,0.00,0.00,0.00,3/4/2021,Net Price,No,2/17/2021
259,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Ozden Erdem,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/VIAL/10.00,10.00,KEPPRA,VIAL,TRY,204.08,183.86,220.63,183.86,20.43,22.68,0.00,11.01,0.00,3/4/2021,Gross Ex-Factory Price,No,2/17/2021
259,Price Change Core Brands,closed,validated,closed validated,TURKEY,Int. Markets,Turkey,NO,Ozden Erdem,2/12/2021,2/16/2021,2/17/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),KEPPRA/VIAL/10.00,10.00,KEPPRA,VIAL,TRY,204.08,183.86,220.63,183.86,20.43,22.68,0.00,11.01,0.00,3/4/2021,Net Price,No,2/17/2021
261,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Edgar Quintero,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),BRIVIACT/BOTTLE/300.00,300.00,BRIVIACT,BOTTLE,EUR,112.81,116.66,112.81,112.81,116.66,112.81,0.00,-3.30,0.00,2/15/2021,Gross Ex-Factory Price,No,2/15/2021
261,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Edgar Quintero,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),BRIVIACT/BOTTLE/300.00,300.00,BRIVIACT,BOTTLE,EUR,115.94,119.90,115.94,115.94,119.90,115.94,0.00,-3.30,0.00,2/15/2021,Gross Pharmacy Price,No,2/15/2021
261,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Edgar Quintero,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),BRIVIACT/BOTTLE/300.00,300.00,BRIVIACT,BOTTLE,EUR,112.81,0.00,112.81,112.81,0.00,112.81,0.00,0.00,0.00,2/15/2021,Net Price,No,2/15/2021
261,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Edgar Quintero,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),BRIVIACT/TABLET/14.00,14.00,BRIVIACT,TABLET,EUR,25.20,26.06,25.20,25.20,26.06,25.20,0.00,-3.30,0.00,2/15/2021,Gross Ex-Factory Price,No,2/15/2021
261,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Edgar Quintero,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),BRIVIACT/TABLET/14.00,14.00,BRIVIACT,TABLET,EUR,25.90,26.78,25.90,25.90,26.78,25.90,0.00,-3.29,0.00,2/15/2021,Gross Pharmacy Price,No,2/15/2021
261,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Edgar Quintero,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),BRIVIACT/TABLET/14.00,14.00,BRIVIACT,TABLET,EUR,25.20,0.00,25.20,25.20,0.00,25.20,0.00,0.00,0.00,2/15/2021,Net Price,No,2/15/2021
261,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Edgar Quintero,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),BRIVIACT/TABLET/56.00,56.00,BRIVIACT,TABLET,EUR,110.09,113.85,110.09,110.09,113.85,110.09,0.00,-3.30,0.00,2/15/2021,Gross Ex-Factory Price,No,2/15/2021
261,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Edgar Quintero,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),BRIVIACT/TABLET/56.00,56.00,BRIVIACT,TABLET,EUR,113.99,117.88,113.99,113.99,117.88,113.99,0.00,-3.30,0.00,2/15/2021,Gross Ex-Factory Price,No,2/15/2021
261,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Edgar Quintero,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),BRIVIACT/TABLET/56.00,56.00,BRIVIACT,TABLET,EUR,113.15,117.01,113.15,113.15,117.01,113.15,0.00,-3.30,0.00,2/15/2021,Gross Pharmacy Price,No,2/15/2021
261,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Edgar Quintero,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),BRIVIACT/TABLET/56.00,56.00,BRIVIACT,TABLET,EUR,117.15,121.15,117.15,117.15,121.15,117.15,0.00,-3.30,0.00,2/15/2021,Gross Pharmacy Price,No,2/15/2021
261,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Edgar Quintero,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),BRIVIACT/TABLET/56.00,56.00,BRIVIACT,TABLET,EUR,110.09,0.00,110.09,110.09,0.00,110.09,0.00,0.00,0.00,2/15/2021,Net Price,No,2/15/2021
261,Price Change Core Brands,closed,validated,closed validated,FINLAND,Europe,Northern Europe,NO,Edgar Quintero,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),BRIVIACT/TABLET/56.00,56.00,BRIVIACT,TABLET,EUR,113.99,0.00,113.99,113.99,0.00,113.99,0.00,0.00,0.00,2/15/2021,Net Price,No,2/15/2021
263,Price Change Core Brands,open,Approved,open Approved,BELGIUM,Europe,Northern Europe,NO,David Bointon,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/AUTO-INJECTOR/2.00,2.00,CIMZIA,AUTO-INJECTOR,EUR,871.08,871.08,,871.08,871.08,871.08,0.00,0.00,0.00,,Gross Ex-Factory Price,No,2/22/2021
263,Price Change Core Brands,open,Approved,open Approved,BELGIUM,Europe,Northern Europe,NO,David Bointon,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/AUTO-INJECTOR/2.00,2.00,CIMZIA,AUTO-INJECTOR,EUR,880.80,880.80,,880.80,906.11,880.80,0.00,-2.79,0.00,,Gross Pharmacy Price,No,2/22/2021
263,Price Change Core Brands,open,Approved,open Approved,BELGIUM,Europe,Northern Europe,NO,David Bointon,2/15/2021,2/15/2021,2/15/2021,Other,LV5-GP - Head,Light,National,Public (Reimbursed),CIMZIA/AUTO-INJECTOR/2.00,2.00,CIMZIA,AUTO-INJECTOR,EUR,906.11,906.11,,906.11,906.11,906.11,0.00,0.00,0.00,,Gross Public Price - Excluding VAT,No,2/22/2021
